num__latitude,num__longitude,num__lighting_score,num__crowd_density_score,num__police_presence_score,num__cctv_coverage_score,num__historical_crime_count,num__emergency_access_score,num__safe_route_score,cat__city_Bengaluru,cat__city_Chennai,cat__city_Delhi,cat__city_Hyderabad,cat__city_Mumbai,cat__city_Pune,cat__city_Vijayawada,cat__city_Visakhapatnam,cat__road_type_Bus Stop Area,cat__road_type_College Road,cat__road_type_Industrial Road,cat__road_type_Main Road,cat__road_type_Market Road,cat__road_type_Park Road,cat__road_type_Railway Station Road,cat__road_type_Residential Street,cat__crime_type_Abduction,cat__crime_type_Assault,cat__crime_type_Harassment,cat__crime_type_Robbery,cat__crime_type_Sexual Harassment,cat__crime_type_Stalking,cat__crime_type_Theft,cat__voice_detected_False,cat__voice_detected_True,cat__voice_phrase_call my father,cat__voice_phrase_call my mother,cat__voice_phrase_call my sister,cat__voice_phrase_call police,cat__voice_phrase_dad,cat__voice_phrase_help,cat__voice_phrase_help me,cat__voice_phrase_mom,cat__voice_phrase_none,cat__voice_phrase_save me,cat__voice_event_type_Emergency,cat__voice_event_type_Help,cat__voice_event_type_No Alert,cat__voice_event_type_Relative,cat__recommended_action_No action,cat__recommended_action_Notify selected relative,cat__recommended_action_Trigger emergency alert and share location,risk_level_target
-0.12573037089047853,0.13914671067478757,-0.20344106597724576,-0.5029741911871904,-0.6315136005701739,-1.0108031321515707,1.4074135591116244,-1.1911536321277234,-1.3768299700431423,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.06079676044683655,1.6102558410152799,-1.2648727145541798,-0.5029741911871904,-0.6315136005701739,0.9048060886031429,0.8358409240209025,-1.5348217314144295,-1.8723372967206091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
2.3449498311449983,-0.27221064206439705,0.8579905825996883,1.600053785902108,-0.3138508236234064,-1.6493395390698085,1.5082793182452812,-0.8474855328410172,-0.4213143490471924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-1.1132044259981126,-0.134734236896761,-1.2648727145541798,-1.2039835168836233,0.3214747302701286,-1.3300713356106897,-0.24006050673810317,0.18351876501910097,-1.4012355547899429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.24158543589023468,-1.6021728313611279,0.5041800330740437,-1.2039835168836233,0.9568002841636635,-0.3722667252333328,0.9367066831545593,1.5581911621659252,0.3330400885811896,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-0.14484245572083365,0.13825557623003637,-0.5572516155028905,-0.152469528338974,-1.2668391544637088,-0.6915349286924517,-1.3495838572083279,0.5271868643058071,-0.43240779665937384,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.11461437175654234,-1.3106286610583238,0.15036948354839894,0.1980351345092424,-0.6315136005701739,1.5433424955213808,-0.6099016235615113,-1.1911536321277234,0.291624550829043,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-1.1002139232554555,-0.15927951897152617,0.8579905825996883,0.5485397973574588,-0.3138508236234064,1.5433424955213808,1.2056820408443107,1.2145230628792192,0.8884520323644397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-0.05712886671981916,1.61024083243516,-1.6186832640798245,0.1980351345092424,0.3214747302701286,-0.3722667252333328,-1.4840715360532035,-0.5038174335543112,0.1274415261687482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.2396616984959242,-1.604252457744305,0.8579905825996883,-0.8534788540354068,-0.3138508236234064,-1.0108031321515707,-0.7107673826951681,1.2145230628792192,-0.24160049772984213,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2.3408766161479737,-0.2666674731392809,0.15036948354839894,-0.5029741911871904,-0.9491763775169414,0.9048060886031429,0.36513404806383754,-1.1911536321277234,0.20805391215060495,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.32903041998029225,0.8269952532117687,1.5656116816509777,-1.2039835168836233,0.3214747302701286,0.26626968168490506,0.8022190043096836,0.8708549635925131,0.8071000832084372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.05840110072784845,1.6108124091948084,1.211801132125333,-0.152469528338974,1.5921258380571985,-0.05299852177421386,-1.28234001778589,-0.1601493342676051,1.32775255780685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
